13437
62246
76058
58268
79250
78294
32365
6381
20297
20085
54600
42473
8103
18795
49740
65379
21856
43728
56169
45495
49595
47884
31466
47996
32522
61714
63369
50076
53288
21515
23786
60076
40286
15640
34571
49764
47107
12176
34739
42435
23238
19381
59536
57150
43758
19936
675
24964
2365
36600
33704
53414
15640
50580
53584
3270
25766
2704
45749
55666
26664
35920
45590
42587
33037
34545
9029
58856
43944
13093
22655
36758
1165
5287
25888
2686
7139
29757
24717
24630
53453
6692
10123
17229
11519
15770
18398
46460
28876
9053
53452
5605
2091
19158
48685
50047
18073
10644
3884
22101
24056
35819
2048
34746
32865
15162
20297
28038
30565
26285
